FileName_OrigDNA,FileName_OrigDen,FileName_OrigPuncta,Group_Index,Group_Number,Metadata_Plate,Metadata_Site,Metadata_Well,Metadata_WellCol,Metadata_WellRow,PathName_OrigDNA,PathName_OrigDen,PathName_OrigPuncta
F - 6(fld 5 wv D360_40X - HQ535_50M).tif,F - 6(fld 5 wv S475_20X - HQ535_50M).tif,F - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,594,1,Plate 32,5,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 6(fld 6 wv D360_40X - HQ535_50M).tif,F - 6(fld 6 wv S475_20X - HQ535_50M).tif,F - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,595,1,Plate 32,6,F6,6,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 1 wv D360_40X - HQ535_50M).tif,F - 7(fld 1 wv S475_20X - HQ535_50M).tif,F - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,596,1,Plate 32,1,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 2 wv D360_40X - HQ535_50M).tif,F - 7(fld 2 wv S475_20X - HQ535_50M).tif,F - 7(fld 2 wv HQ620_60X - HQ700_75M).tif,597,1,Plate 32,2,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 3 wv D360_40X - HQ535_50M).tif,F - 7(fld 3 wv S475_20X - HQ535_50M).tif,F - 7(fld 3 wv HQ620_60X - HQ700_75M).tif,598,1,Plate 32,3,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 4 wv D360_40X - HQ535_50M).tif,F - 7(fld 4 wv S475_20X - HQ535_50M).tif,F - 7(fld 4 wv HQ620_60X - HQ700_75M).tif,599,1,Plate 32,4,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 5 wv D360_40X - HQ535_50M).tif,F - 7(fld 5 wv S475_20X - HQ535_50M).tif,F - 7(fld 5 wv HQ620_60X - HQ700_75M).tif,600,1,Plate 32,5,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 7(fld 6 wv D360_40X - HQ535_50M).tif,F - 7(fld 6 wv S475_20X - HQ535_50M).tif,F - 7(fld 6 wv HQ620_60X - HQ700_75M).tif,601,1,Plate 32,6,F7,7,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 1 wv D360_40X - HQ535_50M).tif,F - 8(fld 1 wv S475_20X - HQ535_50M).tif,F - 8(fld 1 wv HQ620_60X - HQ700_75M).tif,602,1,Plate 32,1,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 2 wv D360_40X - HQ535_50M).tif,F - 8(fld 2 wv S475_20X - HQ535_50M).tif,F - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,603,1,Plate 32,2,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 3 wv D360_40X - HQ535_50M).tif,F - 8(fld 3 wv S475_20X - HQ535_50M).tif,F - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,604,1,Plate 32,3,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 4 wv D360_40X - HQ535_50M).tif,F - 8(fld 4 wv S475_20X - HQ535_50M).tif,F - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,605,1,Plate 32,4,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 5 wv D360_40X - HQ535_50M).tif,F - 8(fld 5 wv S475_20X - HQ535_50M).tif,F - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,606,1,Plate 32,5,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
F - 8(fld 6 wv D360_40X - HQ535_50M).tif,F - 8(fld 6 wv S475_20X - HQ535_50M).tif,F - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,607,1,Plate 32,6,F8,8,F,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 1 wv D360_40X - HQ535_50M).tif,G - 5(fld 1 wv S475_20X - HQ535_50M).tif,G - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,608,1,Plate 32,1,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 2 wv D360_40X - HQ535_50M).tif,G - 5(fld 2 wv S475_20X - HQ535_50M).tif,G - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,609,1,Plate 32,2,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 3 wv D360_40X - HQ535_50M).tif,G - 5(fld 3 wv S475_20X - HQ535_50M).tif,G - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,610,1,Plate 32,3,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 4 wv D360_40X - HQ535_50M).tif,G - 5(fld 4 wv S475_20X - HQ535_50M).tif,G - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,611,1,Plate 32,4,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 5 wv D360_40X - HQ535_50M).tif,G - 5(fld 5 wv S475_20X - HQ535_50M).tif,G - 5(fld 5 wv HQ620_60X - HQ700_75M).tif,612,1,Plate 32,5,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 5(fld 6 wv D360_40X - HQ535_50M).tif,G - 5(fld 6 wv S475_20X - HQ535_50M).tif,G - 5(fld 6 wv HQ620_60X - HQ700_75M).tif,613,1,Plate 32,6,G5,5,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 1 wv D360_40X - HQ535_50M).tif,G - 6(fld 1 wv S475_20X - HQ535_50M).tif,G - 6(fld 1 wv HQ620_60X - HQ700_75M).tif,614,1,Plate 32,1,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 2 wv D360_40X - HQ535_50M).tif,G - 6(fld 2 wv S475_20X - HQ535_50M).tif,G - 6(fld 2 wv HQ620_60X - HQ700_75M).tif,615,1,Plate 32,2,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 3 wv D360_40X - HQ535_50M).tif,G - 6(fld 3 wv S475_20X - HQ535_50M).tif,G - 6(fld 3 wv HQ620_60X - HQ700_75M).tif,616,1,Plate 32,3,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 4 wv D360_40X - HQ535_50M).tif,G - 6(fld 4 wv S475_20X - HQ535_50M).tif,G - 6(fld 4 wv HQ620_60X - HQ700_75M).tif,617,1,Plate 32,4,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 5 wv D360_40X - HQ535_50M).tif,G - 6(fld 5 wv S475_20X - HQ535_50M).tif,G - 6(fld 5 wv HQ620_60X - HQ700_75M).tif,618,1,Plate 32,5,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 6(fld 6 wv D360_40X - HQ535_50M).tif,G - 6(fld 6 wv S475_20X - HQ535_50M).tif,G - 6(fld 6 wv HQ620_60X - HQ700_75M).tif,619,1,Plate 32,6,G6,6,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 1 wv D360_40X - HQ535_50M).tif,G - 7(fld 1 wv S475_20X - HQ535_50M).tif,G - 7(fld 1 wv HQ620_60X - HQ700_75M).tif,620,1,Plate 32,1,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 2 wv D360_40X - HQ535_50M).tif,G - 7(fld 2 wv S475_20X - HQ535_50M).tif,G - 7(fld 2 wv HQ620_60X - HQ700_75M).tif,621,1,Plate 32,2,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 3 wv D360_40X - HQ535_50M).tif,G - 7(fld 3 wv S475_20X - HQ535_50M).tif,G - 7(fld 3 wv HQ620_60X - HQ700_75M).tif,622,1,Plate 32,3,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 4 wv D360_40X - HQ535_50M).tif,G - 7(fld 4 wv S475_20X - HQ535_50M).tif,G - 7(fld 4 wv HQ620_60X - HQ700_75M).tif,623,1,Plate 32,4,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 5 wv D360_40X - HQ535_50M).tif,G - 7(fld 5 wv S475_20X - HQ535_50M).tif,G - 7(fld 5 wv HQ620_60X - HQ700_75M).tif,624,1,Plate 32,5,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 7(fld 6 wv D360_40X - HQ535_50M).tif,G - 7(fld 6 wv S475_20X - HQ535_50M).tif,G - 7(fld 6 wv HQ620_60X - HQ700_75M).tif,625,1,Plate 32,6,G7,7,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 1 wv D360_40X - HQ535_50M).tif,G - 8(fld 1 wv S475_20X - HQ535_50M).tif,G - 8(fld 1 wv HQ620_60X - HQ700_75M).tif,626,1,Plate 32,1,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 2 wv D360_40X - HQ535_50M).tif,G - 8(fld 2 wv S475_20X - HQ535_50M).tif,G - 8(fld 2 wv HQ620_60X - HQ700_75M).tif,627,1,Plate 32,2,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 3 wv D360_40X - HQ535_50M).tif,G - 8(fld 3 wv S475_20X - HQ535_50M).tif,G - 8(fld 3 wv HQ620_60X - HQ700_75M).tif,628,1,Plate 32,3,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 4 wv D360_40X - HQ535_50M).tif,G - 8(fld 4 wv S475_20X - HQ535_50M).tif,G - 8(fld 4 wv HQ620_60X - HQ700_75M).tif,629,1,Plate 32,4,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 5 wv D360_40X - HQ535_50M).tif,G - 8(fld 5 wv S475_20X - HQ535_50M).tif,G - 8(fld 5 wv HQ620_60X - HQ700_75M).tif,630,1,Plate 32,5,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
G - 8(fld 6 wv D360_40X - HQ535_50M).tif,G - 8(fld 6 wv S475_20X - HQ535_50M).tif,G - 8(fld 6 wv HQ620_60X - HQ700_75M).tif,631,1,Plate 32,6,G8,8,G,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 32
B - 5(fld 1 wv D360_40X - HQ535_50M).tif,B - 5(fld 1 wv S475_20X - HQ535_50M).tif,B - 5(fld 1 wv HQ620_60X - HQ700_75M).tif,632,1,Plate 39,1,B5,5,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39
B - 5(fld 2 wv D360_40X - HQ535_50M).tif,B - 5(fld 2 wv S475_20X - HQ535_50M).tif,B - 5(fld 2 wv HQ620_60X - HQ700_75M).tif,633,1,Plate 39,2,B5,5,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39
B - 5(fld 3 wv D360_40X - HQ535_50M).tif,B - 5(fld 3 wv S475_20X - HQ535_50M).tif,B - 5(fld 3 wv HQ620_60X - HQ700_75M).tif,634,1,Plate 39,3,B5,5,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39
B - 5(fld 4 wv D360_40X - HQ535_50M).tif,B - 5(fld 4 wv S475_20X - HQ535_50M).tif,B - 5(fld 4 wv HQ620_60X - HQ700_75M).tif,635,1,Plate 39,4,B5,5,B,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39,Y:\2010_08_06_Synapse_FragileX_AshaBhakar_BearLab_MIT\images\Subfolders\images_10_plates_pipeline2_GluR_symlinks\Plate 39
